time,cpu,memory
19.40.36,0.0,0.2029657777816337
19.40.37,16.6,0.2034477672800465
19.40.38,15.7,0.20349596622988778
19.40.39,17.7,0.20354416517972904
19.40.40,15.7,0.20354416517972904
19.40.42,16.8,0.20354416517972904
19.40.43,17.9,0.20354416517972904
19.40.44,16.6,0.20354416517972904
